SMF_ID,Timestamp,SM_PduSessEstabAtt,SM_PduSessEstabSucc,SM_ActivePDUSessions,N4_SessEstabReq,N4_SessEstabSucc
SMF_Centro_01,2025-09-22 11:00:00,326,318,1642,361,325
SMF_Centro_01,2025-09-22 11:15:00,240,232,1343,280,253
SMF_Centro_01,2025-09-22 11:30:00,244,243,1356,232,259
SMF_Centro_01,2025-09-22 11:45:00,279,269,1450,286,278
SMF_Centro_01,2025-09-22 12:00:00,408,389,2181,462,419
SMF_Centro_01,2025-09-22 12:15:00,402,394,1794,439,420
SMF_Centro_01,2025-09-22 12:30:00,375,364,1957,395,385
SMF_Centro_01,2025-09-22 12:45:00,314,300,1418,351,306
SMF_Centro_01,2025-09-22 13:00:00,390,379,1914,425,390
SMF_Centro_01,2025-09-22 13:15:00,433,415,1998,497,444
SMF_Centro_01,2025-09-22 13:30:00,412,392,2229,445,428
SMF_Centro_01,2025-09-22 13:45:00,313,306,1793,341,336
SMF_Centro_01,2025-09-22 14:00:00,286,282,1435,300,302
SMF_Centro_01,2025-09-22 14:15:00,244,233,1435,273,244
SMF_Centro_01,2025-09-22 14:30:00,317,299,1490,343,317
SMF_Centro_01,2025-09-22 14:45:00,133,125,682,154,126
SMF_Centro_01,2025-09-22 15:00:00,372,362,1706,414,388
SMF_Centro_01,2025-09-22 15:15:00,413,401,1983,453,419
SMF_Centro_01,2025-09-22 15:30:00,215,209,1140,242,203
SMF_Centro_01,2025-09-22 15:45:00,325,311,1502,353,317
SMF_Centro_01,2025-09-22 16:00:00,299,287,1205,318,311
SMF_Centro_01,2025-09-22 16:15:00,308,295,1506,352,318
SMF_Centro_01,2025-09-22 16:30:00,292,278,1431,334,299
SMF_Centro_01,2025-09-22 16:45:00,352,332,1780,378,346
SMF_Centro_01,2025-09-22 17:00:00,311,301,1307,324,316
SMF_Centro_01,2025-09-22 17:15:00,310,313,1640,342,326
SMF_Centro_01,2025-09-22 17:30:00,336,321,1525,362,334
SMF_Centro_01,2025-09-22 17:45:00,311,304,1451,343,309
SMF_Centro_01,2025-09-22 18:00:00,428,405,2211,455,431
SMF_Centro_01,2025-09-22 18:15:00,406,392,1974,437,396
SMF_Centro_01,2025-09-22 18:30:00,442,431,2308,472,449
SMF_Centro_01,2025-09-22 18:45:00,344,334,1665,384,344
SMF_Centro_01,2025-09-22 19:00:00,363,361,1763,398,369
SMF_Centro_01,2025-09-22 19:15:00,290,285,1450,314,310
SMF_Centro_01,2025-09-22 19:30:00,423,412,2457,464,434
SMF_Centro_01,2025-09-22 19:45:00,486,472,2268,510,495
SMF_Centro_01,2025-09-22 20:00:00,286,284,1638,303,274
SMF_Centro_01,2025-09-22 20:15:00,366,355,1878,408,384
SMF_Centro_01,2025-09-22 20:30:00,337,326,1703,360,342
SMF_Centro_01,2025-09-22 20:45:00,381,373,1773,423,400
SMF_Centro_01,2025-09-22 21:00:00,381,376,1951,411,394
SMF_Centro_01,2025-09-22 21:15:00,360,351,1672,381,355
SMF_Centro_01,2025-09-22 21:30:00,383,381,1864,412,387
SMF_Centro_01,2025-09-22 21:45:00,468,454,2353,521,462
SMF_Centro_01,2025-09-22 22:00:00,228,226,1047,243,241
SMF_Centro_01,2025-09-22 22:15:00,186,180,927,226,200
SMF_Centro_01,2025-09-22 22:30:00,142,136,618,162,133
SMF_Centro_01,2025-09-22 22:45:00,116,111,734,152,106
SMF_Centro_01,2025-09-22 23:00:00,135,129,798,160,131
SMF_Centro_01,2025-09-22 23:15:00,174,168,987,201,178
SMF_Centro_01,2025-09-22 23:30:00,177,173,727,174,193
SMF_Centro_01,2025-09-22 23:45:00,187,180,910,208,179
SMF_Centro_01,2025-09-23 00:00:00,141,134,895,159,149
SMF_Centro_01,2025-09-23 00:15:00,185,176,828,187,170
SMF_Centro_01,2025-09-23 00:30:00,180,181,794,201,193
SMF_Centro_01,2025-09-23 00:45:00,156,150,828,187,151
SMF_Centro_01,2025-09-23 01:00:00,214,203,788,238,200
SMF_Centro_01,2025-09-23 01:15:00,163,163,792,195,166
SMF_Centro_01,2025-09-23 01:30:00,196,190,747,225,199
SMF_Centro_01,2025-09-23 01:45:00,161,155,836,187,164
SMF_Centro_01,2025-09-23 02:00:00,175,169,824,191,187
SMF_Centro_01,2025-09-23 02:15:00,205,200,986,216,211
SMF_Centro_01,2025-09-23 02:30:00,236,230,1088,263,238
SMF_Centro_01,2025-09-23 02:45:00,177,167,960,188,186
SMF_Centro_01,2025-09-23 03:00:00,207,200,862,224,217
SMF_Centro_01,2025-09-23 03:15:00,203,198,921,224,209
SMF_Centro_01,2025-09-23 03:30:00,188,185,881,219,186
SMF_Centro_01,2025-09-23 03:45:00,170,164,977,189,172
SMF_Centro_01,2025-09-23 04:00:00,181,176,589,200,178
SMF_Centro_01,2025-09-23 04:15:00,170,164,739,175,185
SMF_Centro_01,2025-09-23 04:30:00,202,188,947,215,189
SMF_Centro_01,2025-09-23 04:45:00,163,161,954,187,173
SMF_Centro_01,2025-09-23 05:00:00,134,127,761,158,147
SMF_Centro_01,2025-09-23 05:15:00,303,294,1472,343,303
SMF_Centro_01,2025-09-23 05:30:00,191,183,784,238,187
SMF_Centro_01,2025-09-23 05:45:00,123,121,796,135,119
SMF_Centro_01,2025-09-23 06:00:00,305,301,1608,321,321
SMF_Centro_01,2025-09-23 06:15:00,246,238,1234,267,242
SMF_Centro_01,2025-09-23 06:30:00,200,193,1214,220,204
SMF_Centro_01,2025-09-23 06:45:00,320,312,1723,354,319
SMF_Centro_01,2025-09-23 07:00:00,226,221,1326,260,224
SMF_Centro_01,2025-09-23 07:15:00,400,384,1607,422,412
SMF_Centro_01,2025-09-23 07:30:00,227,224,1452,265,240
SMF_Centro_01,2025-09-23 07:45:00,206,199,1053,244,214
SMF_Centro_01,2025-09-23 08:00:00,431,407,1932,471,426
SMF_Centro_01,2025-09-23 08:15:00,463,447,2098,502,465
SMF_Centro_01,2025-09-23 08:30:00,362,344,1805,394,350
SMF_Centro_01,2025-09-23 08:45:00,307,293,1650,358,310
SMF_Centro_01,2025-09-23 09:00:00,514,493,2626,576,515
SMF_Centro_01,2025-09-23 09:15:00,424,417,2134,467,441
SMF_Centro_01,2025-09-23 09:30:00,376,375,1990,408,390
SMF_Centro_01,2025-09-23 09:45:00,166,161,1239,178,154
SMF_Centro_01,2025-09-23 10:00:00,343,335,1945,381,364
SMF_Centro_01,2025-09-23 10:15:00,219,206,1266,251,224
SMF_Centro_01,2025-09-23 10:30:00,326,315,1686,365,325
SMF_Centro_01,2025-09-23 10:45:00,203,196,1277,232,211
SMF_Centro_01,2025-09-23 11:00:00,283,273,1535,331,292
SMF_Centro_01,2025-09-23 11:15:00,183,178,967,189,192
SMF_Centro_01,2025-09-23 11:30:00,257,252,1421,301,258
SMF_Centro_01,2025-09-23 11:45:00,186,183,820,210,200
SMF_Centro_01,2025-09-23 12:00:00,479,455,2305,515,476
SMF_Centro_01,2025-09-23 12:15:00,407,385,1845,463,399
SMF_Centro_01,2025-09-23 12:30:00,460,451,2147,529,469
SMF_Centro_01,2025-09-23 12:45:00,487,464,2258,523,499
SMF_Centro_01,2025-09-23 13:00:00,478,464,2033,523,491
SMF_Centro_01,2025-09-23 13:15:00,467,449,2271,496,468
SMF_Centro_01,2025-09-23 13:30:00,328,315,2028,362,343
SMF_Centro_01,2025-09-23 13:45:00,373,370,2002,415,386
SMF_Centro_01,2025-09-23 14:00:00,216,216,1034,227,221
SMF_Centro_01,2025-09-23 14:15:00,265,253,1391,292,274
SMF_Centro_01,2025-09-23 14:30:00,378,373,1778,408,407
SMF_Centro_01,2025-09-23 14:45:00,201,194,883,210,207
SMF_Centro_01,2025-09-23 15:00:00,180,176,1088,206,186
SMF_Centro_01,2025-09-23 15:15:00,227,219,1149,247,235
SMF_Centro_01,2025-09-23 15:30:00,327,317,1552,348,331
SMF_Centro_01,2025-09-23 15:45:00,270,265,1372,306,285
SMF_Centro_01,2025-09-23 16:00:00,288,276,1404,300,285
SMF_Centro_01,2025-09-23 16:15:00,286,265,1520,303,268
SMF_Centro_01,2025-09-23 16:30:00,197,186,1138,215,188
SMF_Centro_01,2025-09-23 16:45:00,287,282,1223,308,305
SMF_Centro_01,2025-09-23 17:00:00,398,382,1736,427,398
SMF_Centro_01,2025-09-23 17:15:00,300,288,1437,339,308
SMF_Centro_01,2025-09-23 17:30:00,345,335,1585,369,345
SMF_Centro_01,2025-09-23 17:45:00,254,247,1226,261,262
SMF_Centro_01,2025-09-23 18:00:00,487,475,2316,529,489
SMF_Centro_01,2025-09-23 18:15:00,388,382,1798,431,421
SMF_Centro_01,2025-09-23 18:30:00,362,359,1944,407,367
SMF_Centro_01,2025-09-23 18:45:00,473,460,2326,503,481
SMF_Centro_01,2025-09-23 19:00:00,296,277,1778,349,290
SMF_Centro_01,2025-09-23 19:15:00,318,307,1678,342,320
SMF_Centro_01,2025-09-23 19:30:00,452,431,2273,481,456
SMF_Centro_01,2025-09-23 19:45:00,307,305,1528,316,318
SMF_Centro_01,2025-09-23 20:00:00,420,408,2072,455,414
SMF_Centro_01,2025-09-23 20:15:00,287,279,1501,318,301
SMF_Centro_01,2025-09-23 20:30:00,377,369,1833,417,385
SMF_Centro_01,2025-09-23 20:45:00,301,298,1839,315,303
SMF_Centro_01,2025-09-23 21:00:00,298,281,1469,324,296
SMF_Centro_01,2025-09-23 21:15:00,344,336,1927,380,354
SMF_Centro_01,2025-09-23 21:30:00,267,260,1676,302,272
SMF_Centro_01,2025-09-23 21:45:00,428,402,2083,464,431
SMF_Centro_01,2025-09-23 22:00:00,153,145,916,180,161
SMF_Centro_01,2025-09-23 22:15:00,147,141,781,175,135
SMF_Centro_01,2025-09-23 22:30:00,173,165,950,204,165
SMF_Centro_01,2025-09-23 22:45:00,127,121,903,136,139
SMF_Centro_01,2025-09-23 23:00:00,246,233,1045,272,245
SMF_Centro_01,2025-09-23 23:15:00,151,149,930,166,163
SMF_Centro_01,2025-09-23 23:30:00,98,97,527,103,99
SMF_Centro_01,2025-09-23 23:45:00,261,251,944,272,265
SMF_Algarve_01,2025-09-10 00:00:00,184,174,1002,193,172
SMF_Algarve_01,2025-09-10 00:15:00,80,79,652,102,83
SMF_Algarve_01,2025-09-10 00:30:00,182,178,875,205,192
SMF_Algarve_01,2025-09-10 00:45:00,220,222,1102,236,244
SMF_Algarve_01,2025-09-10 01:00:00,232,227,997,249,240
SMF_Algarve_01,2025-09-10 01:15:00,154,147,953,170,163
SMF_Algarve_01,2025-09-10 01:30:00,201,197,897,222,198
SMF_Algarve_01,2025-09-10 01:45:00,236,230,963,281,243
SMF_Algarve_01,2025-09-10 02:00:00,193,191,891,193,201
SMF_Algarve_01,2025-09-10 02:15:00,169,165,820,190,177
SMF_Algarve_01,2025-09-10 02:30:00,214,206,1076,242,219
SMF_Algarve_01,2025-09-10 02:45:00,217,206,1008,239,206
SMF_Algarve_01,2025-09-10 03:00:00,150,148,798,161,157
SMF_Algarve_01,2025-09-10 03:15:00,144,139,963,165,160
SMF_Algarve_01,2025-09-10 03:30:00,83,79,541,96,69
SMF_Algarve_01,2025-09-10 03:45:00,187,178,963,200,208
SMF_Algarve_01,2025-09-10 04:00:00,130,127,904,140,130
SMF_Algarve_01,2025-09-10 04:15:00,222,211,1072,226,224
SMF_Algarve_01,2025-09-10 04:30:00,165,163,750,175,174
SMF_Algarve_01,2025-09-10 04:45:00,150,142,972,171,159
SMF_Algarve_01,2025-09-10 05:00:00,121,117,995,116,123
SMF_Algarve_01,2025-09-10 05:15:00,189,183,1021,213,192
SMF_Algarve_01,2025-09-10 05:30:00,137,136,717,145,152
SMF_Algarve_01,2025-09-10 05:45:00,121,113,714,135,110
SMF_Algarve_01,2025-09-10 06:00:00,288,276,1528,319,298
SMF_Algarve_01,2025-09-10 06:15:00,300,287,1548,324,313
SMF_Algarve_01,2025-09-10 06:30:00,208,198,1044,219,210
SMF_Algarve_01,2025-09-10 06:45:00,293,277,1509,327,295
SMF_Algarve_01,2025-09-10 07:00:00,292,288,1513,343,303
SMF_Algarve_01,2025-09-10 07:15:00,290,285,1267,323,303
SMF_Algarve_01,2025-09-10 07:30:00,324,320,1340,357,342
SMF_Algarve_01,2025-09-10 07:45:00,327,309,1544,353,323
SMF_Algarve_01,2025-09-10 08:00:00,421,421,1934,467,438
SMF_Algarve_01,2025-09-10 08:15:00,480,470,2230,522,503
SMF_Algarve_01,2025-09-10 08:30:00,358,345,1883,391,363
SMF_Algarve_01,2025-09-10 08:45:00,477,457,2388,530,478
SMF_Algarve_01,2025-09-10 09:00:00,384,369,1824,410,388
SMF_Algarve_01,2025-09-10 09:15:00,487,481,2273,526,508
SMF_Algarve_01,2025-09-10 09:30:00,400,392,1850,457,421
SMF_Algarve_01,2025-09-10 09:45:00,405,396,1828,449,420
SMF_Algarve_01,2025-09-10 10:00:00,296,286,1593,326,302
SMF_Algarve_01,2025-09-10 10:15:00,317,310,1594,319,340
SMF_Algarve_01,2025-09-10 10:30:00,255,245,1423,274,254
SMF_Algarve_01,2025-09-10 10:45:00,296,286,1669,319,286
SMF_Algarve_01,2025-09-10 11:00:00,244,234,1296,262,236
SMF_Algarve_01,2025-09-10 11:15:00,355,348,1810,399,366
SMF_Algarve_01,2025-09-10 11:30:00,359,343,1683,405,357
SMF_Algarve_01,2025-09-10 11:45:00,349,336,1705,392,362
SMF_Algarve_01,2025-09-10 12:00:00,435,413,2096,495,432
SMF_Algarve_01,2025-09-10 12:15:00,280,269,1587,316,288
SMF_Algarve_01,2025-09-10 12:30:00,346,336,1752,360,341
SMF_Algarve_01,2025-09-10 12:45:00,399,384,1963,454,414
SMF_Algarve_01,2025-09-10 13:00:00,393,380,2020,434,400
SMF_Algarve_01,2025-09-10 13:15:00,359,344,1863,391,351
SMF_Algarve_01,2025-09-10 13:30:00,282,280,1654,307,293
SMF_Algarve_01,2025-09-10 13:45:00,388,389,1735,429,409
SMF_Algarve_01,2025-09-10 14:00:00,247,235,1278,271,233
SMF_Algarve_01,2025-09-10 14:15:00,371,362,1843,408,386
SMF_Algarve_01,2025-09-10 14:30:00,281,275,1366,306,285
SMF_Algarve_01,2025-09-10 14:45:00,324,319,1502,356,329
SMF_Algarve_01,2025-09-10 15:00:00,213,208,1215,223,220
SMF_Algarve_01,2025-09-10 15:15:00,341,336,1700,374,353
SMF_Algarve_01,2025-09-10 15:30:00,270,261,1237,301,279
SMF_Algarve_01,2025-09-10 15:45:00,292,290,1077,327,297
SMF_Algarve_01,2025-09-10 16:00:00,274,270,1492,296,267
SMF_Algarve_01,2025-09-10 16:15:00,272,262,1189,307,285
SMF_Algarve_01,2025-09-10 16:30:00,375,361,1838,412,370
SMF_Algarve_01,2025-09-10 16:45:00,329,306,1689,362,328
SMF_Algarve_01,2025-09-10 17:00:00,332,318,1594,362,337
SMF_Algarve_01,2025-09-10 17:15:00,299,295,1453,325,319
SMF_Algarve_01,2025-09-10 17:30:00,228,222,1313,248,242
SMF_Algarve_01,2025-09-10 17:45:00,341,336,1324,376,356
SMF_Algarve_01,2025-09-10 18:00:00,399,386,1814,429,385
SMF_Algarve_01,2025-09-10 18:15:00,336,324,1659,356,341
SMF_Algarve_01,2025-09-10 18:30:00,420,414,2098,458,445
SMF_Algarve_01,2025-09-10 18:45:00,392,381,2051,442,390
SMF_Algarve_01,2025-09-10 19:00:00,329,323,1741,364,340
SMF_Algarve_01,2025-09-10 19:15:00,480,472,2571,536,502
SMF_Algarve_01,2025-09-10 19:30:00,371,367,1777,388,380
SMF_Algarve_01,2025-09-10 19:45:00,345,338,1830,377,351
SMF_Algarve_01,2025-09-10 20:00:00,288,281,1305,318,283
SMF_Algarve_01,2025-09-10 20:15:00,277,267,1533,305,273
SMF_Algarve_01,2025-09-10 20:30:00,441,433,2163,500,441
SMF_Algarve_01,2025-09-10 20:45:00,287,274,1530,324,290
SMF_Algarve_01,2025-09-10 21:00:00,277,274,1625,319,283
SMF_Algarve_01,2025-09-10 21:15:00,336,326,1890,385,337
SMF_Algarve_01,2025-09-10 21:30:00,286,279,1544,317,303
SMF_Algarve_01,2025-09-10 21:45:00,418,412,2121,462,434
SMF_Algarve_01,2025-09-10 22:00:00,206,192,1014,224,188
SMF_Algarve_01,2025-09-10 22:15:00,219,212,919,241,206
SMF_Algarve_01,2025-09-10 22:30:00,148,147,807,159,154
SMF_Algarve_01,2025-09-10 22:45:00,231,226,985,246,229
SMF_Algarve_01,2025-09-10 23:00:00,153,147,941,171,150
SMF_Algarve_01,2025-09-10 23:15:00,122,117,423,144,118
SMF_Algarve_01,2025-09-10 23:30:00,184,178,951,212,204
SMF_Algarve_01,2025-09-10 23:45:00,89,87,703,105,92
SMF_Algarve_01,2025-09-11 00:00:00,158,151,771,179,164
SMF_Algarve_01,2025-09-11 00:15:00,170,166,829,194,177
SMF_Algarve_01,2025-09-11 00:30:00,141,137,601,147,153
SMF_Algarve_01,2025-09-11 00:45:00,83,82,599,83,81
SMF_Algarve_01,2025-09-11 01:00:00,225,219,1118,251,203
SMF_Algarve_01,2025-09-11 01:15:00,195,189,822,202,194
SMF_Algarve_01,2025-09-11 01:30:00,222,215,1038,249,226
SMF_Algarve_01,2025-09-11 01:45:00,184,176,960,199,183
SMF_Algarve_01,2025-09-11 02:00:00,125,120,645,144,113
SMF_Algarve_01,2025-09-11 02:15:00,238,232,1119,262,246
SMF_Algarve_01,2025-09-11 02:30:00,205,193,929,215,198
SMF_Algarve_01,2025-09-11 02:45:00,162,162,705,171,174
SMF_Algarve_01,2025-09-11 03:00:00,215,205,1076,226,210
SMF_Algarve_01,2025-09-11 03:15:00,205,200,890,227,214
SMF_Algarve_01,2025-09-11 03:30:00,183,183,1001,216,182
SMF_Algarve_01,2025-09-11 03:45:00,85,83,385,88,99
SMF_Algarve_01,2025-09-11 04:00:00,115,110,788,137,113
SMF_Algarve_01,2025-09-11 04:15:00,123,119,588,138,128
SMF_Algarve_01,2025-09-11 04:30:00,139,134,1022,165,139
SMF_Algarve_01,2025-09-11 04:45:00,209,200,968,225,221
SMF_Algarve_01,2025-09-11 05:00:00,198,189,1121,220,187
SMF_Algarve_01,2025-09-11 05:15:00,133,132,872,137,145
SMF_Algarve_01,2025-09-11 05:30:00,131,128,807,130,120
SMF_Algarve_01,2025-09-11 05:45:00,211,208,940,255,206
SMF_Algarve_01,2025-09-11 06:00:00,321,314,1524,355,329
SMF_Algarve_01,2025-09-11 06:15:00,314,305,1585,346,318
SMF_Algarve_01,2025-09-11 06:30:00,326,318,1571,346,329
SMF_Algarve_01,2025-09-11 06:45:00,234,228,1213,255,244
SMF_Algarve_01,2025-09-11 07:00:00,255,242,1212,290,253
SMF_Algarve_01,2025-09-11 07:15:00,343,330,1626,381,357
SMF_Algarve_01,2025-09-11 07:30:00,341,330,1781,375,336
SMF_Algarve_01,2025-09-11 07:45:00,240,234,1404,265,248
SMF_Algarve_01,2025-09-11 08:00:00,395,376,1842,443,389
SMF_Algarve_01,2025-09-11 08:15:00,350,340,2044,375,341
SMF_Algarve_01,2025-09-11 08:30:00,347,344,1710,382,358
SMF_Algarve_01,2025-09-11 08:45:00,404,392,2065,449,402
SMF_Algarve_01,2025-09-11 09:00:00,367,345,1715,407,363
SMF_Algarve_01,2025-09-11 09:15:00,420,405,1982,469,429
SMF_Algarve_01,2025-09-11 09:30:00,402,388,2169,449,407
SMF_Algarve_01,2025-09-11 09:45:00,373,353,1958,396,369
SMF_Algarve_01,2025-09-11 10:00:00,275,271,1438,306,288
SMF_Algarve_01,2025-09-11 10:15:00,190,182,850,205,185
SMF_Algarve_01,2025-09-11 10:30:00,170,169,835,197,173
SMF_Algarve_01,2025-09-11 10:45:00,226,214,1144,264,225
SMF_Algarve_01,2025-09-11 11:00:00,338,336,1733,363,357
SMF_Algarve_01,2025-09-11 11:15:00,280,271,1311,292,269
SMF_Algarve_01,2025-09-11 11:30:00,318,298,1657,351,310
SMF_Algarve_01,2025-09-11 11:45:00,278,277,1685,325,295
SMF_Algarve_01,2025-09-11 12:00:00,294,284,1571,333,302
SMF_Algarve_01,2025-09-11 12:15:00,388,377,2179,434,403
SMF_Algarve_01,2025-09-11 12:30:00,296,282,1584,340,292
SMF_Algarve_01,2025-09-11 12:45:00,426,416,2021,471,438
SMF_Algarve_01,2025-09-11 13:00:00,502,487,2421,547,504
SMF_Algarve_01,2025-09-11 13:15:00,341,327,1514,363,353
SMF_Algarve_01,2025-09-11 13:30:00,346,334,1707,380,356
SMF_Algarve_01,2025-09-11 13:45:00,280,273,1422,305,280
SMF_Algarve_01,2025-09-11 14:00:00,294,282,1482,327,292
SMF_Algarve_01,2025-09-11 14:15:00,151,146,781,137,168
SMF_Algarve_01,2025-09-11 14:30:00,389,367,1894,411,386
SMF_Algarve_01,2025-09-11 14:45:00,287,281,1204,302,303
SMF_Algarve_01,2025-09-11 15:00:00,269,264,1270,310,283
SMF_Algarve_01,2025-09-11 15:15:00,302,292,1485,322,306
SMF_Algarve_01,2025-09-11 15:30:00,227,223,1124,262,228
SMF_Algarve_01,2025-09-11 15:45:00,260,248,1457,299,265
SMF_Algarve_01,2025-09-11 16:00:00,310,304,1574,353,328
SMF_Algarve_01,2025-09-11 16:15:00,311,300,1363,336,313
SMF_Algarve_01,2025-09-11 16:30:00,275,267,1391,307,284
SMF_Algarve_01,2025-09-11 16:45:00,304,296,1458,340,313
SMF_Algarve_01,2025-09-11 17:00:00,293,288,1398,319,302
SMF_Algarve_01,2025-09-11 17:15:00,240,230,1223,289,243
SMF_Algarve_01,2025-09-11 17:30:00,338,320,1520,375,336
SMF_Algarve_01,2025-09-11 17:45:00,213,207,1187,239,222
SMF_Algarve_01,2025-09-11 18:00:00,385,376,1797,423,393
SMF_Algarve_01,2025-09-11 18:15:00,367,351,1829,402,358
SMF_Algarve_01,2025-09-11 18:30:00,424,411,2145,464,438
SMF_Algarve_01,2025-09-11 18:45:00,370,358,1888,411,376
SMF_Algarve_01,2025-09-11 19:00:00,501,483,2397,532,507
SMF_Algarve_01,2025-09-11 19:15:00,422,411,2303,457,416
SMF_Algarve_01,2025-09-11 19:30:00,308,298,1720,333,299
SMF_Algarve_01,2025-09-11 19:45:00,333,324,1611,367,347
SMF_Algarve_01,2025-09-11 20:00:00,390,378,2127,425,380
SMF_Algarve_01,2025-09-11 20:15:00,396,388,1669,425,419
SMF_Algarve_01,2025-09-11 20:30:00,410,393,1825,458,416
SMF_Algarve_01,2025-09-11 20:45:00,363,343,2076,397,350
SMF_Algarve_01,2025-09-11 21:00:00,361,349,1881,390,373
SMF_Algarve_01,2025-09-11 21:15:00,469,463,2341,522,489
SMF_Algarve_01,2025-09-11 21:30:00,475,452,2145,534,480
SMF_Algarve_01,2025-09-11 21:45:00,362,350,2009,386,369
SMF_Algarve_01,2025-09-11 22:00:00,202,194,1080,224,202
SMF_Algarve_01,2025-09-11 22:15:00,258,253,1173,280,266
SMF_Algarve_01,2025-09-11 22:30:00,164,161,835,195,163
SMF_Algarve_01,2025-09-11 22:45:00,191,185,1107,195,199
SMF_Algarve_01,2025-09-11 23:00:00,233,228,975,256,241
SMF_Algarve_01,2025-09-11 23:15:00,207,199,932,230,217
SMF_Algarve_01,2025-09-11 23:30:00,193,184,940,213,201
SMF_Algarve_01,2025-09-11 23:45:00,135,129,708,165,132
SMF_Algarve_01,2025-09-12 00:00:00,128,123,725,127,124
SMF_Algarve_01,2025-09-12 00:15:00,209,198,810,231,206
SMF_Algarve_01,2025-09-12 00:30:00,195,187,974,212,183
SMF_Algarve_01,2025-09-12 00:45:00,216,216,1067,234,228
SMF_Algarve_01,2025-09-12 01:00:00,196,186,1004,225,200
SMF_Algarve_01,2025-09-12 01:15:00,167,157,816,198,165
SMF_Algarve_01,2025-09-12 01:30:00,132,127,671,144,142
SMF_Algarve_01,2025-09-12 01:45:00,234,227,1241,246,235
SMF_Algarve_01,2025-09-12 02:00:00,105,102,616,124,98
SMF_Algarve_01,2025-09-12 02:15:00,225,216,1116,248,233
SMF_Algarve_01,2025-09-12 02:30:00,194,185,1059,209,195
SMF_Algarve_01,2025-09-12 02:45:00,169,163,803,172,156
SMF_Algarve_01,2025-09-12 03:00:00,145,137,854,173,144
SMF_Algarve_01,2025-09-12 03:15:00,135,131,927,162,148
SMF_Algarve_01,2025-09-12 03:30:00,134,130,691,151,142
SMF_Algarve_01,2025-09-12 03:45:00,217,210,1079,227,231
SMF_Algarve_01,2025-09-12 04:00:00,185,181,801,202,197
SMF_Algarve_01,2025-09-12 04:15:00,169,161,837,179,172
SMF_Algarve_01,2025-09-12 04:30:00,175,164,1009,198,173
SMF_Algarve_01,2025-09-12 04:45:00,222,216,1076,250,223
SMF_Algarve_01,2025-09-12 05:00:00,266,249,1204,300,272
SMF_Algarve_01,2025-09-12 05:15:00,149,145,854,157,138
SMF_Algarve_01,2025-09-12 05:30:00,165,160,1018,177,163
SMF_Algarve_01,2025-09-12 05:45:00,133,127,796,138,133
SMF_Algarve_01,2025-09-12 06:00:00,228,220,1095,259,232
SMF_Algarve_01,2025-09-12 06:15:00,231,226,1314,266,238
SMF_Algarve_01,2025-09-12 06:30:00,281,275,1520,320,287
SMF_Algarve_01,2025-09-12 06:45:00,399,378,1793,432,397
SMF_Algarve_01,2025-09-12 07:00:00,270,263,1293,311,279
SMF_Algarve_01,2025-09-12 07:15:00,329,322,1827,367,340
SMF_Algarve_01,2025-09-12 07:30:00,358,346,1513,393,368
SMF_Algarve_01,2025-09-12 07:45:00,337,329,1482,377,350
SMF_Algarve_01,2025-09-12 08:00:00,393,368,1904,424,392
SMF_Algarve_01,2025-09-12 08:15:00,260,257,1385,282,277
SMF_Algarve_01,2025-09-12 08:30:00,334,320,1680,360,320
SMF_Algarve_01,2025-09-12 08:45:00,526,503,2437,593,528
SMF_Algarve_01,2025-09-12 09:00:00,394,377,1838,420,405
SMF_Algarve_01,2025-09-12 09:15:00,403,396,1640,434,408
SMF_Algarve_01,2025-09-12 09:30:00,346,339,1551,364,356
SMF_Algarve_01,2025-09-12 09:45:00,415,406,2060,472,427
SMF_Algarve_01,2025-09-12 10:00:00,265,254,1321,283,265
SMF_Algarve_01,2025-09-12 10:15:00,395,397,1717,436,424
SMF_Algarve_01,2025-09-12 10:30:00,209,202,1300,233,221
SMF_Algarve_01,2025-09-12 10:45:00,324,313,1530,361,330
SMF_Algarve_01,2025-09-12 11:00:00,348,337,1577,377,345
SMF_Algarve_01,2025-09-12 11:15:00,261,246,1309,289,256
SMF_Algarve_01,2025-09-12 11:30:00,250,243,1428,264,253
SMF_Algarve_01,2025-09-12 11:45:00,325,312,1369,347,331
SMF_Algarve_01,2025-09-12 12:00:00,380,377,1896,416,403
SMF_Algarve_01,2025-09-12 12:15:00,388,366,1892,416,391
SMF_Algarve_01,2025-09-12 12:30:00,353,358,1730,415,386
SMF_Algarve_01,2025-09-12 12:45:00,402,390,1944,449,415
SMF_Algarve_01,2025-09-12 13:00:00,275,259,1611,313,281
SMF_Algarve_01,2025-09-12 13:15:00,341,327,1753,367,347
SMF_Algarve_01,2025-09-12 13:30:00,459,454,2371,488,476
SMF_Algarve_01,2025-09-12 13:45:00,350,347,2175,388,364
SMF_Algarve_01,2025-09-12 14:00:00,290,275,1420,329,284
SMF_Algarve_01,2025-09-12 14:15:00,379,357,1609,408,370
SMF_Algarve_01,2025-09-12 14:30:00,216,211,1120,240,225
SMF_Algarve_01,2025-09-12 14:45:00,213,198,1086,235,214
SMF_Algarve_01,2025-09-12 15:00:00,307,300,1479,341,327
SMF_Algarve_01,2025-09-12 15:15:00,308,300,1468,336,327
SMF_Algarve_01,2025-09-12 15:30:00,267,262,1324,295,271
SMF_Algarve_01,2025-09-12 15:45:00,307,297,1603,334,317
SMF_Algarve_01,2025-09-12 16:00:00,258,250,1413,282,276
